iter	Passed	Remaining
1690	5598	10954
1691	5602	10953
1692	5606	10952
1693	5610	10950
1694	5615	10948
1695	5619	10947
1696	5624	10947
1697	5628	10946
1698	5633	10944
1699	5637	10943
1700	5644	10947
1701	5649	10946
1702	5653	10945
1703	5657	10943
1704	5661	10941
1705	5667	10943
1706	5670	10938
1707	5672	10933
1708	5675	10928
1709	5677	10923
1710	5682	10922
1711	5686	10921
1712	5690	10919
1713	5693	10914
1714	5695	10910
1715	5698	10905
1716	5700	10899
1717	5702	10894
1718	5705	10889
1719	5707	10884
1720	5710	10879
1721	5712	10874
1722	5715	10869
1723	5717	10865
1724	5720	10859
1725	5722	10854
1726	5725	10849
1727	5727	10844
1728	5730	10841
1729	5733	10838
1730	5737	10834
1731	5740	10830
1732	5743	10826
1733	5745	10821
1734	5748	10816
1735	5750	10812
1736	5753	10807
1737	5755	10802
1738	5758	10797
1739	5760	10793
1740	5763	10788
1741	5765	10783
1742	5768	10778
1743	5770	10773
1744	5773	10769
1745	5776	10765
1746	5779	10761
1747	5781	10756
1748	5784	10752
1749	5789	10751
1750	5792	10748
1751	5798	10750
1752	5802	10748
1753	5806	10745
1754	5810	10743
1755	5814	10741
1756	5817	10738
1757	5821	10735
1758	5824	10731
1759	5826	10726
1760	5829	10722
1761	5832	10717
1762	5834	10712
1763	5837	10707
1764	5839	10703
1765	5842	10698
1766	5844	10693
1767	5850	10694
1768	5854	10693
1769	5857	10688
1770	5859	10684
1771	5862	10679
1772	5864	10674
1773	5867	10670
1774	5870	10665
1775	5872	10660
1776	5875	10655
1777	5877	10650
1778	5879	10646
1779	5882	10641
1780	5885	10637
1781	5887	10632
1782	5890	10627
1783	5892	10622
1784	5895	10618
1785	5897	10613
1786	5900	10608
1787	5902	10603
1788	5905	10598
1789	5907	10593
1790	5910	10589
1791	5912	10584
1792	5914	10579
1793	5917	10574
1794	5919	10570
1795	5922	10565
1796	5924	10560
1797	5927	10555
1798	5929	10551
1799	5932	10546
1800	5934	10541
1801	5937	10536
1802	5939	10531
1803	5941	10526
1804	5944	10522
1805	5947	10517
1806	5949	10512
1807	5951	10508
1808	5954	10503
1809	5957	10498
1810	5959	10494
1811	5961	10489
1812	5964	10484
1813	5966	10479
1814	5969	10475
1815	5971	10470
1816	5974	10465
1817	5976	10460
1818	5979	10456
1819	5981	10451
1820	5984	10446
1821	5986	10441
1822	5989	10437
1823	5991	10432
1824	5994	10427
1825	6013	10453
1826	6065	10533
1827	6099	10583
1828	6102	10580
1829	6106	10577
1830	6109	10574
1831	6112	10570
1832	6116	10567
1833	6120	10565
1834	6123	10562
1835	6127	10558
1836	6130	10556
1837	6134	10553
1838	6138	10550
1839	6141	10547
1840	6145	10544
1841	6148	10541
1842	6151	10537
1843	6155	10535
1844	6158	10531
1845	6162	10528
1846	6166	10526
1847	6169	10523
1848	6173	10520
1849	6176	10517
1850	6180	10513
1851	6183	10510
1852	6186	10507
1853	6190	10504
1854	6194	10501
1855	6197	10498
1856	6200	10495
1857	6204	10492
1858	6207	10488
1859	6211	10486
1860	6214	10482
1861	6218	10479
1862	6221	10476
1863	6225	10473
1864	6229	10471
1865	6232	10468
1866	6236	10464
1867	6239	10461
1868	6243	10458
1869	6246	10455
1870	6250	10452
1871	6253	10449
1872	6257	10446
1873	6261	10444
1874	6264	10441
1875	6268	10438
1876	6272	10435
1877	6276	10433
1878	6281	10432
1879	6285	10431
1880	6287	10426
1881	6290	10421
1882	6292	10416
1883	6295	10411
1884	6297	10407
1885	6300	10402
1886	6302	10397
1887	6305	10392
1888	6307	10387
1889	6309	10383
1890	6312	10378
1891	6314	10373
1892	6317	10368
1893	6320	10364
1894	6322	10359
1895	6325	10354
1896	6327	10350
1897	6329	10345
1898	6332	10340
1899	6334	10335
1900	6337	10330
1901	6339	10326
1902	6342	10321
1903	6344	10317
1904	6347	10312
1905	6349	10307
1906	6352	10303
1907	6354	10298
1908	6357	10293
1909	6359	10289
1910	6362	10284
1911	6364	10279
1912	6367	10274
1913	6369	10270
1914	6372	10265
1915	6374	10261
1916	6377	10256
1917	6379	10251
1918	6382	10246
1919	6384	10242
1920	6387	10237
1921	6390	10233
1922	6392	10228
1923	6394	10224
1924	6397	10219
1925	6400	10215
1926	6402	10210
1927	6405	10205
1928	6407	10201
1929	6410	10196
1930	6412	10191
1931	6415	10187
1932	6417	10182
1933	6419	10177
1934	6422	10173
1935	6424	10168
1936	6427	10163
1937	6429	10159
1938	6432	10154
1939	6434	10149
1940	6437	10145
1941	6439	10140
1942	6442	10135
1943	6444	10131
1944	6447	10126
1945	6449	10122
1946	6452	10117
1947	6454	10113
1948	6457	10108
1949	6459	10103
1950	6462	10099
1951	6464	10094
1952	6467	10089
1953	6469	10085
1954	6472	10080
1955	6475	10076
1956	6478	10073
1957	6480	10068
1958	6483	10064
1959	6486	10060
1960	6488	10055
1961	6491	10050
1962	6493	10046
1963	6496	10041
1964	6498	10037
1965	6501	10032
1966	6503	10028
1967	6506	10023
1968	6509	10019
1969	6511	10015
1970	6514	10010
1971	6516	10006
1972	6519	10001
1973	6521	9997
1974	6524	9992
1975	6526	9987
1976	6528	9983
1977	6531	9979
1978	6534	9974
1979	6536	9969
1980	6538	9965
1981	6541	9960
1982	6543	9955
1983	6546	9951
1984	6548	9946
1985	6551	9942
1986	6553	9937
1987	6556	9933
1988	6558	9928
1989	6561	9924
1990	6563	9919
1991	6565	9914
1992	6568	9910
1993	6571	9906
1994	6573	9901
1995	6576	9897
1996	6578	9893
1997	6581	9888
1998	6584	9884
1999	6586	9880
2000	6589	9875
2001	6591	9871
2002	6594	9866
2003	6596	9862
2004	6599	9857
2005	6602	9853
2006	6604	9849
2007	6607	9844
2008	6609	9840
2009	6612	9835
2010	6614	9831
2011	6616	9826
2012	6619	9822
2013	6621	9817
2014	6624	9813
2015	6626	9808
2016	6629	9804
2017	6631	9799
2018	6634	9795
2019	6636	9791
2020	6639	9786
2021	6641	9782
2022	6644	9777
2023	6646	9772
2024	6649	9768
2025	6651	9764
2026	6654	9759
2027	6656	9755
2028	6659	9750
2029	6662	9747
2030	6666	9745
2031	6670	9743
2032	6674	9741
2033	6679	9739
2034	6683	9737
2035	6687	9736
2036	6692	9734
2037	6696	9732
2038	6700	9730
2039	6704	9728
2040	6709	9726
2041	6713	9724
2042	6717	9722
2043	6722	9721
2044	6726	9719
2045	6730	9716
2046	6736	9717
2047	6742	9718
2048	6745	9714
2049	6747	9710
2050	6750	9705
2051	6752	9701
2052	6756	9699
2053	6759	9694
2054	6761	9690
2055	6764	9686
2056	6767	9681
2057	6769	9677
2058	6772	9672
2059	6774	9668
2060	6777	9664
2061	6779	9660
2062	6782	9655
2063	6784	9651
2064	6787	9646
2065	6789	9642
2066	6792	9637
2067	6794	9633
2068	6797	9630
2069	6800	9626
2070	6804	9623
2071	6807	9619
2072	6810	9615
2073	6812	9611
2074	6815	9606
2075	6817	9602
2076	6820	9598
2077	6822	9593
2078	6825	9589
2079	6827	9585
2080	6830	9580
2081	6832	9576
2082	6835	9571
2083	6837	9567
2084	6839	9562
2085	6842	9558
2086	6844	9554
2087	6847	9549
2088	6849	9545
2089	6852	9540
2090	6854	9536
2091	6857	9531
2092	6859	9527
2093	6862	9523
2094	6864	9518
2095	6867	9514
2096	6869	9509
2097	6871	9505
2098	6874	9501
2099	6876	9496
2100	6879	9492
2101	6882	9488
2102	6884	9484
2103	6887	9479
2104	6889	9475
2105	6892	9470
2106	6894	9466
2107	6897	9462
2108	6899	9457
2109	6902	9453
2110	6904	9449
2111	6907	9444
2112	6909	9440
2113	6912	9436
2114	6914	9431
2115	6916	9427
2116	6919	9423
2117	6922	9419
2118	6924	9415
2119	6927	9410
2120	6929	9406
2121	6932	9401
2122	6934	9397
2123	6937	9393
2124	6939	9389
2125	6942	9384
2126	6944	9380
2127	6947	9375
2128	6949	9371
2129	6952	9367
2130	6954	9363
2131	6957	9358
2132	6959	9354
2133	6962	9350
2134	6964	9345
2135	6966	9341
2136	6969	9337
2137	6972	9333
2138	6974	9328
2139	6977	9324
2140	6979	9320
2141	6982	9315
2142	6984	9311
2143	6987	9308
2144	6990	9303
2145	6992	9299
2146	6995	9295
2147	6997	9291
2148	7000	9287
2149	7002	9282
2150	7005	9278
2151	7007	9274
2152	7010	9269
2153	7012	9265
2154	7015	9261
2155	7017	9257
2156	7020	9252
2157	7022	9248
2158	7025	9244
2159	7027	9239
2160	7029	9235
2161	7032	9231
2162	7034	9227
2163	7037	9222
2164	7039	9218
2165	7042	9214
2166	7044	9209
2167	7047	9205
2168	7049	9201
2169	7052	9197
2170	7072	9216
2171	7118	9269
2172	7175	9335
2173	7180	9334
2174	7184	9331
2175	7187	9328
2176	7191	9325
2177	7194	9321
2178	7198	9318
2179	7201	9315
2180	7205	9313
2181	7209	9310
2182	7212	9307
2183	7216	9304
2184	7220	9301
2185	7224	9299
2186	7227	9296
2187	7230	9293
2188	7260	9323
2189	7278	9338
2190	7285	9340
2191	7289	9338
2192	7293	9335
2193	7296	9332
2194	7300	9329
2195	7307	9330
2196	7310	9327
2197	7314	9324
2198	7320	9324
2199	7334	9334
2200	7338	9331
2201	7345	9333
2202	7349	9331
2203	7353	9328
2204	7356	9325
2205	7359	9321
2206	7363	9318
2207	7368	9317
2208	7371	9314
2209	7375	9310
2210	7380	9309
2211	7383	9306
2212	7387	9303
2213	7390	9300
2214	7394	9297
2215	7398	9294
2216	7401	9291
2217	7405	9288
2218	7408	9285
2219	7412	9282
2220	7415	9278
2221	7419	9276
2222	7423	9274
2223	7427	9271
2224	7432	9269
2225	7440	9272
2226	7445	9271
2227	7449	9268
2228	7452	9264
2229	7456	9262
2230	7460	9259
2231	7463	9255
2232	7465	9250
2233	7468	9247
2234	7471	9242
2235	7473	9238
2236	7476	9234
2237	7478	9229
2238	7481	9225
2239	7483	9221
2240	7486	9216
2241	7489	9212
2242	7491	9208
2243	7494	9204
2244	7497	9200
2245	7499	9195
2246	7502	9191
2247	7504	9187
2248	7507	9182
2249	7509	9178
2250	7512	9174
2251	7514	9170
2252	7517	9165
2253	7519	9161
2254	7522	9156
2255	7524	9152
2256	7527	9148
2257	7529	9143
2258	7532	9139
2259	7535	9135
2260	7537	9131
2261	7540	9126
2262	7543	9123
2263	7545	9119
2264	7548	9114
2265	7550	9110
2266	7553	9106
2267	7555	9101
2268	7558	9097
2269	7561	9093
2270	7563	9088
2271	7565	9084
2272	7568	9080
2273	7571	9076
2274	7573	9071
2275	7576	9067
2276	7578	9063
2277	7581	9058
2278	7583	9054
2279	7586	9050
2280	7588	9045
2281	7591	9041
2282	7593	9037
2283	7596	9033
2284	7598	9028
2285	7601	9024
2286	7604	9020
2287	7606	9016
2288	7609	9011
2289	7611	9007
2290	7614	9003
2291	7616	8999
2292	7619	8994
2293	7621	8990
2294	7624	8986
2295	7626	8982
2296	7629	8977
2297	7632	8973
2298	7634	8969
2299	7636	8965
2300	7639	8960
2301	7642	8956
2302	7644	8952
2303	7647	8948
2304	7651	8946
2305	7656	8944
2306	7658	8940
2307	7661	8936
2308	7664	8932
2309	7666	8928
2310	7669	8923
2311	7672	8919
2312	7674	8915
2313	7677	8911
2314	7679	8907
2315	7682	8902
2316	7684	8898
2317	7687	8894
2318	7689	8890
2319	7692	8885
2320	7694	8881
2321	7697	8877
2322	7699	8873
2323	7702	8869
2324	7704	8864
2325	7707	8860
2326	7709	8856
2327	7712	8851
2328	7714	8847
2329	7717	8843
2330	7719	8839
2331	7722	8835
2332	7724	8830
2333	7727	8826
2334	7730	8822
2335	7732	8818
2336	7735	8814
2337	7739	8811
2338	7743	8808
2339	7746	8806
2340	7749	8801
2341	7751	8797
2342	7754	8793
2343	7756	8789
2344	7759	8785
2345	7762	8781
2346	7764	8777
2347	7767	8772
2348	7769	8768
2349	7772	8764
2350	7774	8759
2351	7777	8755
2352	7779	8751
2353	7782	8747
2354	7784	8743
2355	7787	8739
2356	7789	8735
2357	7792	8730
2358	7794	8726
2359	7797	8722
2360	7799	8718
2361	7802	8714
2362	7804	8709
2363	7807	8705
2364	7810	8701
2365	7814	8699
2366	7818	8697
2367	7823	8695
2368	7827	8692
2369	7831	8690
2370	7835	8688
2371	7840	8686
2372	7844	8683
2373	7848	8681
2374	7852	8678
2375	7857	8677
2376	7861	8674
2377	7865	8672
2378	7869	8670
2379	7873	8667
2380	7877	8665
2381	7882	8662
2382	7885	8660
2383	7892	8660
2384	7899	8661
2385	7902	8657
2386	7904	8653
2387	7907	8648
2388	7910	8645
2389	7913	8642
2390	7916	8638
2391	7918	8633
2392	7921	8629
2393	7924	8625
2394	7926	8621
2395	7928	8617
2396	7931	8613
2397	7934	8609
2398	7936	8605
2399	7939	8600
2400	7941	8596
2401	7944	8592
2402	7946	8588
2403	7949	8584
2404	7952	8580
2405	7958	8579
2406	7961	8576
2407	7964	8573
2408	7967	8569
2409	7969	8565
2410	7972	8561
2411	7975	8557
2412	7977	8553
2413	7980	8549
2414	7983	8545
2415	7985	8540
2416	7988	8536
2417	7990	8532
2418	7993	8528
2419	7995	8524
2420	7998	8520
2421	8001	8516
2422	8003	8512
2423	8006	8508
2424	8010	8505
2425	8014	8503
2426	8017	8499
2427	8020	8496
2428	8023	8492
2429	8025	8488
2430	8028	8484
2431	8031	8480
2432	8033	8476
2433	8036	8471
2434	8038	8467
2435	8040	8463
2436	8043	8459
2437	8045	8455
2438	8048	8451
2439	8051	8447
2440	8053	8442
2441	8056	8438
2442	8058	8434
2443	8061	8430
2444	8063	8426
2445	8066	8422
2446	8068	8418
2447	8071	8414
2448	8073	8410
2449	8076	8406
2450	8079	8402
2451	8081	8398
2452	8084	8394
2453	8086	8389
2454	8089	8385
2455	8092	8381
2456	8094	8377
2457	8096	8373
2458	8099	8369
2459	8102	8365
2460	8104	8361
2461	8107	8357
2462	8109	8353
2463	8112	8349
2464	8114	8345
2465	8117	8341
2466	8119	8337
2467	8122	8333
2468	8124	8328
2469	8127	8325
2470	8130	8320
2471	8132	8316
2472	8135	8312
2473	8137	8308
2474	8189	8355
2475	8402	8565
2476	8443	8600
2477	8447	8597
2478	8451	8594
2479	8454	8590
2480	8457	8587
2481	8461	8584
2482	8465	8581
2483	8469	8578
2484	8473	8575
2485	8477	8572
2486	8480	8569
2487	8483	8565
2488	8487	8562
2489	8491	8560
2490	8495	8556
2491	8499	8553
2492	8503	8550
2493	8506	8547
2494	8510	8544
2495	8514	8541
2496	8517	8538
2497	8521	8535
2498	8525	8532
2499	8529	8529
2500	8533	8526
2501	8536	8523
2502	8540	8520
2503	8544	8516
2504	8547	8513
2505	8551	8510
2506	8555	8507
2507	8558	8504
2508	8562	8501
2509	8566	8498
2510	8570	8494
2511	8573	8491
2512	8577	8488
2513	8581	8485
2514	8584	8482
2515	8588	8479
2516	8592	8476
2517	8595	8472
2518	8599	8469
2519	8602	8466
2520	8606	8463
2521	8609	8459
2522	8613	8456
2523	8617	8453
2524	8621	8450
2525	8624	8447
2526	8628	8444
2527	8632	8441
2528	8635	8437
2529	8639	8435
2530	8644	8432
2531	8648	8429
2532	8652	8426
2533	8656	8423
2534	8660	8421
2535	8664	8418
2536	8668	8415
2537	8672	8412
2538	8676	8409
2539	8679	8405
2540	8681	8401
2541	8684	8397
2542	8686	8393
2543	8689	8388
2544	8691	8384
2545	8694	8380
2546	8697	8376
2547	8699	8371
2548	8702	8367
2549	8704	8363
2550	8707	8359
2551	8709	8354
2552	8712	8350
2553	8714	8346
2554	8717	8342
2555	8719	8337
2556	8722	8333
2557	8724	8329
2558	8727	8324
2559	8729	8320
2560	8732	8316
2561	8734	8312
2562	8737	8307
2563	8740	8303
2564	8742	8299
2565	8745	8295
2566	8747	8291
2567	8750	8286
2568	8752	8282
2569	8755	8278
2570	8757	8274
2571	8760	8269
2572	8762	8265
2573	8765	8261
2574	8767	8257
2575	8770	8252
2576	8773	8249
2577	8775	8244
2578	8778	8240
2579	8781	8236
2580	8783	8232
2581	8785	8227
2582	8788	8223
2583	8791	8219
2584	8793	8215
2585	8796	8211
2586	8798	8206
2587	8801	8202
2588	8803	8198
2589	8806	8194
2590	8808	8190
2591	8811	8185
2592	8814	8181
2593	8816	8177
2594	8819	8173
2595	8821	8169
2596	8824	8165
2597	8826	8160
2598	8829	8156
2599	8831	8152
2600	8834	8148
2601	8836	8144
2602	8839	8139
2603	8841	8135
2604	8844	8131
2605	8846	8127
2606	8849	8123
2607	8852	8118
2608	8854	8114
2609	8857	8110
2610	8859	8106
2611	8862	8102
2612	8864	8098
2613	8867	8094
2614	8870	8089
2615	8872	8085
2616	8875	8081
2617	8877	8077
2618	8880	8073
2619	8882	8069
2620	8885	8064
2621	8887	8060
2622	8890	8056
2623	8892	8052
2624	8895	8048
2625	8898	8044
2626	8900	8039
2627	8903	8035
2628	8905	8031
2629	8908	8027
2630	8910	8023
2631	8913	8019
2632	8915	8014
2633	8917	8010
2634	8920	8006
2635	8922	8002
2636	8925	7998
2637	8928	7993
2638	8930	7990
2639	8933	7986
2640	8936	7981
2641	8938	7977
2642	8941	7973
2643	8943	7969
2644	8946	7965
2645	8948	7961
2646	8951	7957
2647	8953	7952
2648	8956	7948
2649	8958	7944
2650	8961	7940
2651	8963	7936
2652	8966	7931
2653	8968	7927
2654	8971	7923
2655	8973	7919
2656	8976	7915
2657	8979	7911
2658	8981	7907
2659	8983	7903
2660	8986	7899
2661	8988	7894
2662	8991	7890
2663	8994	7886
2664	8996	7882
2665	8999	7878
2666	9001	7874
2667	9004	7870
2668	9007	7866
2669	9009	7862
2670	9012	7858
2671	9014	7854
2672	9017	7850
2673	9019	7845
2674	9022	7841
2675	9025	7837
2676	9027	7833
2677	9030	7829
2678	9032	7825
2679	9035	7821
2680	9038	7817
2681	9040	7813
2682	9042	7809
2683	9045	7805
2684	9048	7801
2685	9050	7797
2686	9053	7793
2687	9058	7791
2688	9062	7788
2689	9067	7786
2690	9072	7784
2691	9076	7781
2692	9080	7778
2693	9084	7776
2694	9088	7773
2695	9093	7771
2696	9097	7768
2697	9101	7765
2698	9105	7763
2699	9110	7760
2700	9115	7758
2701	9119	7755
2702	9123	7752
2703	9126	7749
2704	9133	7749
2705	9138	7747
2706	9143	7744
2707	9145	7740
2708	9147	7736
2709	9150	7732
2710	9153	7728
2711	9157	7725
2712	9160	7721
2713	9162	7717
2714	9165	7713
2715	9167	7709
2716	9170	7705
2717	9172	7701
2718	9175	7697
2719	9177	7693
2720	9180	7688
2721	9182	7684
2722	9185	7680
2723	9187	7676
2724	9190	7672
2725	9192	7668
2726	9196	7665
2727	9199	7661
2728	9202	7658
2729	9206	7655
2730	9209	7651
2731	9211	7647
2732	9214	7643
2733	9216	7639
2734	9219	7634
2735	9221	7630
2736	9224	7626
2737	9226	7622
2738	9229	7618
2739	9232	7614
2740	9234	7610
2741	9236	7606
2742	9239	7602
2743	9242	7598
2744	9244	7594
2745	9247	7590
2746	9249	7586
2747	9252	7582
2748	9254	7578
2749	9257	7573
2750	9259	7569
2751	9261	7565
2752	9264	7561
2753	9266	7557
2754	9269	7553
2755	9271	7549
2756	9274	7545
2757	9276	7541
2758	9279	7537
2759	9281	7532
2760	9284	7528
2761	9286	7524
2762	9289	7520
2763	9291	7516
2764	9293	7512
2765	9296	7508
2766	9298	7504
2767	9301	7500
2768	9303	7496
2769	9306	7492
2770	9308	7487
2771	9311	7483
2772	9313	7479
2773	9315	7475
2774	9318	7471
2775	9321	7467
2776	9323	7463
2777	9326	7459
2778	9328	7455
2779	9330	7451
2780	9333	7447
2781	9336	7443
2782	9338	7439
2783	9341	7435
2784	9343	7431
2785	9345	7427
2786	9348	7423
2787	9350	7418
2788	9353	7414
2789	9355	7410
2790	9358	7406
2791	9360	7402
2792	9363	7399
2793	9367	7395
2794	9370	7392
2795	9373	7388
2796	9375	7384
2797	9378	7380
2798	9380	7376
2799	9383	7372
2800	9385	7368
2801	9387	7364
2802	9390	7360
2803	9392	7356
2804	9395	7352
2805	9397	7347
2806	9406	7349
2807	9454	7380
2808	9498	7409
2809	9559	7449
2810	9565	7448
2811	9568	7445
2812	9572	7442
2813	9575	7438
2814	9579	7435
2815	9583	7432
2816	9587	7429
2817	9590	7426
2818	9593	7422
2819	9597	7419
2820	9600	7415
2821	9603	7412
2822	9607	7409
2823	9611	7406
2824	9615	7402
2825	9618	7399
2826	9621	7395
2827	9624	7392
2828	9628	7389
2829	9631	7385
2830	9634	7381
2831	9638	7378
2832	9641	7374
2833	9644	7371
2834	9648	7368
2835	9651	7364
2836	9655	7361
2837	9658	7357
2838	9661	7354
2839	9665	7351
2840	9669	7347
2841	9672	7344
2842	9675	7341
2843	9679	7337
2844	9682	7334
2845	9685	7330
2846	9689	7327
2847	9692	7323
2848	9695	7320
2849	9698	7316
2850	9701	7313
2851	9705	7309
2852	9708	7306
2853	9711	7302
2854	9715	7299
2855	9718	7295
2856	9722	7292
2857	9725	7288
2858	9728	7285
2859	9732	7282
2860	9735	7278
2861	9738	7275
2862	9742	7272
2863	9746	7268
2864	9749	7265
2865	9753	7262
2866	9756	7258
2867	9760	7255
2868	9764	7252
2869	9767	7249
2870	9770	7245
2871	9774	7242
2872	9777	7238
2873	9781	7235
2874	9784	7232
2875	9788	7228
2876	9791	7225
2877	9795	7222
2878	9798	7218
2879	9802	7215
2880	9805	7212
2881	9808	7208
2882	9812	7205
2883	9815	7201
2884	9818	7197
2885	9821	7194
2886	9825	7191
2887	9828	7187
2888	9832	7184
2889	9835	7180
2890	9838	7177
2891	9842	7174
2892	9847	7171
2893	9851	7168
2894	9855	7165
2895	9859	7162
2896	9861	7158
2897	9864	7154
2898	9866	7150
2899	9869	7146
2900	9871	7142
2901	9874	7138
2902	9876	7134
2903	9879	7130
2904	9881	7126
2905	9884	7122
2906	9886	7118
2907	9889	7114
2908	9892	7110
2909	9895	7106
2910	9897	7102
2911	9900	7098
2912	9902	7094
2913	9904	7090
2914	9907	7086
2915	9909	7082
2916	9912	7078
2917	9914	7074
2918	9917	7070
2919	9919	7066
2920	9922	7062
2921	9925	7058
2922	9927	7054
2923	9930	7050
2924	9932	7046
2925	9935	7042
2926	9938	7038
2927	9941	7034
2928	9943	7030
2929	9946	7026
2930	9948	7022
2931	9951	7018
2932	9953	7014
2933	9956	7010
2934	9958	7006
2935	9961	7002
2936	9963	6998
2937	9966	6994
2938	9968	6990
2939	9971	6986
2940	9973	6982
2941	9976	6978
2942	9978	6974
2943	9981	6970
2944	9983	6966
2945	9986	6962
2946	9989	6958
2947	9991	6954
2948	9994	6950
2949	9996	6946
2950	9999	6942
2951	10001	6938
2952	10004	6934
2953	10006	6930
2954	10009	6926
2955	10011	6922
2956	10014	6918
2957	10016	6914
2958	10019	6910
2959	10021	6906
2960	10024	6902
2961	10026	6898
2962	10029	6894
2963	10031	6890
2964	10034	6886
2965	10036	6883
2966	10039	6879
2967	10041	6875
2968	10044	6871
2969	10047	6867
2970	10049	6863
2971	10052	6859
2972	10055	6855
2973	10057	6851
2974	10060	6847
2975	10062	6843
2976	10065	6840
2977	10068	6836
2978	10070	6831
2979	10073	6828
2980	10075	6824
2981	10078	6820
2982	10080	6816
2983	10083	6812
2984	10086	6808
2985	10088	6804
2986	10091	6800
2987	10093	6796
2988	10096	6792
2989	10098	6788
2990	10101	6785
2991	10104	6781
2992	10106	6777
2993	10109	6773
2994	10112	6769
2995	10114	6765
2996	10117	6762
2997	10120	6758
2998	10123	6754
2999	10125	6750
3000	10128	6746
3001	10130	6742
3002	10133	6738
3003	10135	6734
3004	10138	6730
3005	10141	6726
3006	10143	6723
3007	10146	6719
3008	10148	6715
3009	10151	6711
3010	10153	6707
3011	10156	6703
3012	10158	6699
3013	10161	6695
3014	10163	6691
3015	10166	6687
3016	10168	6683
3017	10171	6679
3018	10173	6675
3019	10176	6671
3020	10179	6668
3021	10181	6664
3022	10184	6660
3023	10186	6656
3024	10189	6652
3025	10191	6648
3026	10194	6644
3027	10196	6640
3028	10199	6636
3029	10201	6632
3030	10204	6629
3031	10207	6625
3032	10209	6621
3033	10212	6617
3034	10214	6613
3035	10217	6609
3036	10219	6605
3037	10222	6601
3038	10224	6597
3039	10227	6593
3040	10229	6590
3041	10232	6586
3042	10235	6582
3043	10237	6578
3044	10243	6576
3045	10247	6573
3046	10251	6571
3047	10256	6568
3048	10260	6565
3049	10264	6562
3050	10269	6560
3051	10273	6557
3052	10278	6554
3053	10282	6552
3054	10287	6549
3055	10291	6546
3056	10295	6543
3057	10299	6540
3058	10303	6537
3059	10307	6534
3060	10311	6531
3061	10318	6530
3062	10324	6529
3063	10327	6525
3064	10329	6521
3065	10332	6517
3066	10334	6513
3067	10337	6509
3068	10339	6505
3069	10343	6502
3070	10346	6498
3071	10348	6494
3072	10351	6490
3073	10353	6487
3074	10356	6483
3075	10358	6479
3076	10361	6475
3077	10363	6471
3078	10366	6467
3079	10368	6463
3080	10371	6459
3081	10374	6456
3082	10376	6452
3083	10379	6448
3084	10381	6444
3085	10385	6441
3086	10389	6438
3087	10392	6434
3088	10395	6431
3089	10398	6427
3090	10401	6423
3091	10403	6419
3092	10406	6415
3093	10408	6412
3094	10411	6408
3095	10414	6404
3096	10416	6400
3097	10419	6396
3098	10421	6393
3099	10424	6389
3100	10426	6385
3101	10429	6381
3102	10432	6377
3103	10435	6373
3104	10437	6370
3105	10440	6366
3106	10442	6362
3107	10445	6358
3108	10447	6354
3109	10450	6350
3110	10452	6346
3111	10455	6343
3112	10457	6339
3113	10460	6335
3114	10462	6331
3115	10465	6327
3116	10468	6323
3117	10470	6320
3118	10473	6316
3119	10475	6312
3120	10478	6308
3121	10480	6304
3122	10483	6300
3123	10485	6296
3124	10488	6292
3125	10490	6289
3126	10493	6285
3127	10495	6281
3128	10498	6277
3129	10501	6273
3130	10504	6270
3131	10506	6266
3132	10509	6262
3133	10511	6258
3134	10514	6254
3135	10516	6251
3136	10519	6247
3137	10567	6270
3138	10619	6296
3139	10667	6319
3140	10698	6331
3141	10701	6328
3142	10705	6325
3143	10708	6321
3144	10712	6318
3145	10715	6315
3146	10719	6311
3147	10724	6309
3148	10727	6305
3149	10731	6302
3150	10734	6299
3151	10738	6296
3152	10741	6292
3153	10745	6289
3154	10749	6285
3155	10752	6282
3156	10755	6279
3157	10759	6275
3158	10763	6272
3159	10767	6269
3160	10770	6265
3161	10773	6262
3162	10777	6259
3163	10780	6255
3164	10784	6252
3165	10787	6249
3166	10791	6245
3167	10794	6242
3168	10798	6239
3169	10801	6235
3170	10805	6232
3171	10808	6229
3172	10812	6225
3173	10815	6222
3174	10818	6218
3175	10822	6215
3176	10826	6212
3177	10829	6208
3178	10832	6205
3179	10836	6201
3180	10839	6198
3181	10843	6195
3182	10846	6191
3183	10849	6188
3184	10853	6184
3185	10856	6181
3186	10860	6178
3187	10863	6174
3188	10866	6171
3189	10869	6167
3190	10873	6164
3191	10876	6160
3192	10879	6156
3193	10883	6153
3194	10886	6150
3195	10889	6146
3196	10893	6143
3197	10896	6140
3198	10900	6136
3199	10903	6133
3200	10907	6129
3201	10909	6126
3202	10913	6122
3203	10916	6119
3204	10919	6115
3205	10923	6112
3206	10926	6109
3207	10930	6105
3208	10933	6102
3209	10936	6098
3210	10940	6095
3211	10944	6092
3212	10947	6088
3213	10951	6085
3214	10955	6082
3215	10958	6078
3216	10961	6075
3217	10965	6072
3218	10969	6068
3219	10972	6065
3220	10976	6062
3221	10979	6059
3222	10983	6055
3223	10987	6052
3224	10990	6049
3225	10994	6045
3226	10998	6043
3227	11003	6040
3228	11007	6037
3229	11011	6034
3230	11015	6031
3231	11019	6028
3232	11023	6025
3233	11026	6021
3234	11029	6017
3235	11031	6013
3236	11033	6009
3237	11036	6005
3238	11038	6001
3239	11041	5997
3240	11043	5993
3241	11046	5989
3242	11048	5986
3243	11051	5982
