iter	Passed	Remaining
713	2732	16405
714	2735	16392
715	2737	16380
716	2740	16368
717	2742	16356
718	2745	16344
719	2747	16331
720	2749	16319
721	2752	16311
722	2755	16298
723	2757	16286
724	2760	16275
725	2762	16263
726	2764	16251
727	2767	16239
728	2770	16229
729	2772	16217
730	2775	16206
731	2777	16194
732	2779	16182
733	2782	16171
734	2784	16160
735	2787	16148
736	2789	16136
737	2792	16126
738	2794	16114
739	2797	16102
740	2799	16091
741	2802	16079
742	2804	16068
743	2806	16056
744	2809	16045
745	2811	16033
746	2814	16022
747	2816	16010
748	2818	15999
749	2821	15987
750	2823	15976
751	2826	15965
752	2828	15954
753	2831	15942
754	2833	15931
755	2835	15920
756	2838	15909
757	2841	15899
758	2843	15888
759	2845	15876
760	2848	15865
761	2850	15854
762	2853	15843
763	2855	15832
764	2857	15821
765	2860	15810
766	2862	15799
767	2865	15787
768	2867	15776
769	2869	15765
770	2872	15757
771	2875	15746
772	2877	15735
773	2880	15724
774	2882	15714
775	2885	15704
776	2887	15693
777	2889	15682
778	2892	15671
779	2894	15661
780	2897	15650
781	2899	15639
782	2902	15631
783	2904	15620
784	2907	15609
785	2909	15598
786	2911	15588
787	2914	15577
788	2917	15569
789	2919	15558
790	2921	15547
791	2924	15537
792	2926	15527
793	2929	15516
794	2931	15506
795	2933	15495
796	2982	15725
797	2986	15724
798	2989	15719
799	2993	15716
800	2997	15711
801	3000	15707
802	3004	15703
803	3007	15696
804	3010	15690
805	3014	15683
806	3017	15678
807	3020	15672
808	3024	15666
809	3027	15659
810	3030	15654
811	3034	15649
812	3037	15643
813	3040	15637
814	3044	15630
815	3047	15625
816	3050	15618
817	3054	15613
818	3057	15610
819	3061	15607
820	3065	15605
821	3069	15602
822	3072	15592
823	3074	15582
824	3077	15572
825	3079	15561
826	3081	15551
827	3084	15541
828	3086	15531
829	3089	15521
830	3093	15519
831	3095	15509
832	3098	15498
833	3100	15488
834	3103	15478
835	3105	15468
836	3108	15458
837	3110	15448
838	3112	15438
839	3115	15427
840	3118	15420
841	3120	15409
842	3122	15399
843	3125	15389
844	3127	15379
845	3130	15370
846	3132	15359
847	3135	15350
848	3137	15340
849	3139	15330
850	3142	15320
851	3144	15311
852	3147	15301
853	3149	15291
854	3152	15281
855	3154	15271
856	3156	15261
857	3159	15252
858	3161	15241
859	3164	15231
860	3166	15223
861	3169	15213
862	3172	15206
863	3174	15196
864	3176	15186
865	3179	15177
866	3182	15169
867	3184	15160
868	3187	15150
869	3189	15141
870	3191	15131
871	3194	15121
872	3196	15111
873	3198	15101
874	3201	15092
875	3203	15082
876	3206	15073
877	3208	15063
878	3211	15055
879	3213	15046
880	3216	15037
881	3218	15028
882	3221	15020
883	3223	15011
884	3226	15001
885	3229	14994
886	3231	14985
887	3234	14976
888	3237	14969
889	3239	14961
890	3242	14952
891	3244	14943
892	3247	14934
893	3249	14925
894	3252	14916
895	3254	14907
896	3257	14898
897	3259	14890
898	3262	14881
899	3264	14873
900	3267	14865
901	3269	14856
902	3272	14847
903	3275	14839
904	3277	14831
905	3280	14822
906	3282	14813
907	3285	14804
908	3287	14795
909	3290	14787
910	3292	14778
911	3295	14769
912	3297	14761
913	3300	14752
914	3302	14743
915	3304	14734
916	3307	14726
917	3309	14717
918	3312	14709
919	3314	14700
920	3317	14692
921	3319	14683
922	3322	14675
923	3324	14666
924	3327	14659
925	3330	14650
926	3332	14642
927	3334	14633
928	3337	14625
929	3340	14619
930	3342	14610
931	3345	14602
932	3347	14593
933	3350	14584
934	3352	14576
935	3355	14568
936	3357	14559
937	3360	14551
938	3362	14543
939	3365	14535
940	3367	14527
941	3370	14519
942	3373	14511
943	3375	14503
944	3378	14496
945	3380	14487
946	3383	14480
947	3385	14472
948	3388	14463
949	3391	14458
950	3394	14450
951	3396	14442
952	3399	14435
953	3401	14427
954	3404	14418
955	3406	14411
956	3409	14403
957	3411	14395
958	3414	14387
959	3416	14379
960	3419	14371
961	3421	14363
962	3424	14355
963	3427	14347
964	3429	14340
965	3432	14332
966	3434	14324
967	3436	14315
968	3439	14308
969	3441	14300
970	3444	14292
971	3449	14295
972	3453	14295
973	3458	14295
974	3463	14296
975	3467	14297
976	3472	14296
977	3476	14295
978	3480	14295
979	3484	14295
980	3489	14293
981	3493	14294
982	3498	14296
983	3502	14296
984	3507	14295
985	3511	14296
986	3516	14295
987	3520	14296
988	3525	14298
989	3530	14298
990	3537	14310
991	3543	14318
992	3546	14310
993	3549	14304
994	3553	14301
995	3555	14294
996	3558	14286
997	3560	14278
998	3563	14270
999	3565	14262
1000	3568	14255
1001	3570	14247
1002	3573	14240
1003	3576	14233
1004	3578	14225
1005	3581	14217
1006	3583	14210
1007	3586	14202
1008	3588	14194
1009	3592	14191
1010	3595	14186
1011	3598	14182
1012	3602	14177
1013	3604	14169
1014	3607	14162
1015	3609	14155
1016	3612	14147
1017	3614	14139
1018	3617	14132
1019	3620	14125
1020	3622	14118
1021	3625	14110
1022	3627	14103
1023	3630	14096
1024	3632	14088
1025	3635	14081
1026	3638	14073
1027	3640	14066
1028	3642	14058
1029	3645	14050
1030	3647	14043
1031	3650	14035
1032	3652	14028
1033	3655	14020
1034	3657	14013
1035	3660	14006
1036	3662	13998
1037	3665	13991
1038	3668	13984
1039	3670	13976
1040	3673	13969
1041	3675	13962
1042	3679	13958
1043	3681	13951
1044	3684	13944
1045	3687	13937
1046	3689	13931
1047	3692	13924
1048	3694	13916
1049	3697	13909
1050	3699	13901
1051	3702	13893
1052	3704	13886
1053	3707	13879
1054	3709	13872
1055	3712	13864
1056	3714	13857
1057	3717	13850
1058	3719	13843
1059	3722	13836
1060	3725	13829
1061	3727	13822
1062	3730	13815
1063	3732	13807
1064	3735	13800
1065	3737	13792
1066	3739	13785
1067	3742	13778
1068	3744	13770
1069	3747	13764
1070	3750	13757
1071	3752	13749
1072	3754	13742
1073	3757	13735
1074	3759	13727
1075	3762	13720
1076	3764	13713
1077	3767	13706
1078	3769	13699
1079	3772	13692
1080	3774	13685
1081	3777	13677
1082	3779	13670
1083	3782	13663
1084	3784	13656
1085	3787	13648
1086	3789	13641
1087	3792	13634
1088	3794	13627
1089	3797	13620
1090	3799	13613
1091	3802	13606
1092	3804	13599
1093	3807	13592
1094	3809	13585
1095	3811	13578
1096	3814	13571
1097	3816	13564
1098	3819	13557
1099	3821	13550
1100	3824	13543
1101	3826	13535
1102	3829	13528
1103	3831	13521
1104	3833	13514
1105	3836	13507
1106	3838	13500
1107	3841	13492
1108	3843	13485
1109	3846	13478
1110	3848	13471
1111	3850	13464
1112	3853	13457
1113	3855	13450
1114	3858	13442
1115	3860	13435
1116	3862	13428
1117	3865	13421
1118	3867	13414
1119	3870	13407
1120	3872	13400
1121	3875	13393
1122	3877	13386
1123	3879	13379
1124	3882	13372
1125	3884	13365
1126	3887	13357
1127	3889	13350
1128	3891	13344
1129	3894	13337
1130	3896	13330
1131	3899	13323
1132	3901	13316
1133	3903	13309
1134	3906	13302
1135	3908	13295
1136	3911	13288
1137	3913	13281
1138	3916	13276
1139	3918	13269
1140	3921	13262
1141	3923	13255
1142	3926	13248
1143	3928	13241
1144	3931	13235
1145	3933	13228
1146	3935	13221
1147	3980	13354
1148	4004	13419
1149	4007	13416
1150	4011	13413
1151	4014	13410
1152	4018	13406
1153	4021	13402
1154	4024	13398
1155	4028	13394
1156	4031	13390
1157	4035	13388
1158	4038	13384
1159	4042	13381
1160	4045	13378
1161	4049	13376
1162	4053	13373
1163	4057	13370
1164	4060	13367
1165	4064	13364
1166	4068	13362
1167	4071	13357
1168	4074	13353
1169	4077	13349
1170	4081	13344
1171	4084	13341
1172	4087	13337
1173	4091	13333
1174	4094	13329
1175	4098	13325
1176	4101	13321
1177	4104	13318
1178	4107	13313
1179	4111	13308
1180	4114	13303
1181	4117	13300
1182	4121	13297
1183	4124	13293
1184	4127	13289
1185	4131	13286
1186	4135	13283
1187	4138	13278
1188	4141	13275
1189	4145	13271
1190	4148	13266
1191	4151	13262
1192	4155	13260
1193	4159	13258
1194	4163	13257
1195	4166	13250
1196	4168	13244
1197	4170	13237
1198	4173	13230
1199	4175	13223
1200	4178	13217
1201	4180	13210
1202	4183	13203
1203	4185	13197
1204	4188	13191
1205	4191	13184
1206	4193	13179
1207	4196	13172
1208	4199	13168
1209	4202	13162
1210	4204	13155
1211	4207	13149
1212	4209	13142
1213	4212	13136
1214	4214	13129
1215	4216	13122
1216	4219	13116
1217	4222	13110
1218	4224	13103
1219	4227	13096
1220	4229	13090
1221	4232	13084
1222	4234	13077
1223	4237	13071
1224	4239	13065
1225	4242	13059
1226	4244	13052
1227	4247	13046
1228	4249	13040
1229	4253	13036
1230	4255	13030
1231	4258	13024
1232	4260	13017
1233	4263	13011
1234	4265	13004
1235	4268	12998
1236	4270	12992
1237	4273	12987
1238	4276	12980
1239	4278	12974
1240	4281	12967
1241	4283	12961
1242	4286	12955
1243	4288	12949
1244	4291	12942
1245	4293	12936
1246	4296	12930
1247	4298	12924
1248	4301	12918
1249	4303	12911
1250	4306	12905
1251	4309	12899
1252	4311	12893
1253	4314	12887
1254	4316	12881
1255	4319	12875
1256	4321	12869
1257	4324	12863
1258	4326	12856
1259	4329	12850
1260	4332	12845
1261	4334	12838
1262	4336	12832
1263	4339	12826
1264	4342	12820
1265	4344	12814
1266	4347	12808
1267	4350	12803
1268	4352	12797
1269	4355	12791
1270	4357	12785
1271	4360	12779
1272	4362	12773
1273	4365	12767
1274	4368	12761
1275	4370	12755
1276	4373	12749
1277	4375	12743
1278	4378	12737
1279	4380	12731
1280	4383	12725
1281	4385	12719
1282	4388	12713
1283	4390	12707
1284	4393	12701
1285	4395	12695
1286	4398	12689
1287	4400	12682
1288	4403	12676
1289	4405	12670
1290	4408	12664
1291	4410	12658
1292	4413	12652
1293	4415	12645
1294	4417	12639
1295	4420	12633
1296	4422	12626
1297	4425	12621
1298	4427	12615
1299	4430	12609
1300	4432	12603
1301	4435	12596
1302	4437	12590
1303	4440	12585
1304	4442	12579
1305	4445	12572
1306	4447	12566
1307	4449	12560
1308	4452	12554
1309	4454	12547
1310	4457	12541
1311	4459	12535
1312	4462	12529
1313	4464	12523
1314	4466	12517
1315	4469	12511
1316	4471	12505
1317	4474	12499
1318	4476	12493
1319	4479	12487
1320	4481	12481
1321	4484	12475
1322	4486	12470
1323	4489	12464
1324	4491	12458
1325	4494	12452
1326	4496	12446
1327	4499	12440
1328	4501	12434
1329	4504	12428
1330	4506	12422
1331	4508	12416
1332	4511	12410
1333	4513	12404
1334	4516	12398
1335	4518	12392
1336	4520	12385
1337	4523	12379
1338	4525	12373
1339	4528	12367
1340	4530	12362
1341	4533	12356
1342	4535	12350
1343	4538	12344
1344	4543	12347
1345	4550	12352
1346	4554	12350
1347	4562	12359
1348	4569	12367
1349	4573	12365
1350	4577	12364
1351	4583	12366
1352	4587	12365
1353	4591	12364
1354	4595	12362
1355	4599	12361
1356	4603	12359
1357	4610	12365
1358	4614	12363
1359	4618	12362
1360	4625	12367
1361	4631	12372
1362	4636	12371
1363	4638	12365
1364	4641	12359
1365	4643	12352
1366	4645	12346
1367	4648	12340
1368	4650	12335
1369	4653	12329
1370	4655	12323
1371	4658	12317
1372	4660	12311
1373	4663	12305
1374	4666	12301
1375	4668	12295
1376	4671	12289
1377	4673	12284
1378	4677	12282
1379	4680	12277
1380	4684	12274
1381	4687	12270
1382	4689	12265
1383	4692	12259
1384	4694	12253
1385	4697	12248
1386	4699	12242
1387	4702	12236
1388	4704	12231
1389	4707	12225
1390	4709	12219
1391	4712	12213
1392	4714	12207
1393	4717	12202
1394	4719	12196
1395	4722	12190
1396	4724	12185
1397	4727	12179
1398	4729	12173
1399	4732	12168
1400	4734	12162
1401	4736	12156
1402	4739	12150
1403	4741	12145
1404	4744	12139
1405	4746	12133
1406	4749	12127
1407	4751	12121
1408	4754	12116
1409	4756	12111
1410	4759	12105
1411	4761	12099
1412	4764	12094
1413	4766	12088
1414	4768	12082
1415	4771	12077
1416	4773	12071
1417	4776	12065
1418	4778	12059
1419	4781	12053
1420	4783	12048
1421	4786	12042
1422	4788	12037
1423	4791	12031
1424	4793	12025
1425	4795	12019
1426	4798	12013
1427	4801	12009
1428	4804	12005
1429	4806	11999
1430	4809	11995
1431	4811	11989
1432	4814	11983
1433	4817	11978
1434	4819	11973
1435	4822	11968
1436	4824	11963
1437	4827	11958
1438	4830	11954
1439	4833	11948
1440	4835	11942
1441	4837	11937
1442	4840	11931
1443	4842	11925
1444	4845	11919
1445	4847	11914
1446	4849	11908
1447	4852	11902
1448	4854	11896
1449	4856	11891
1450	4859	11885
1451	4861	11879
1452	4864	11874
1453	4866	11868
1454	4868	11862
1455	4871	11857
1456	4873	11851
1457	4876	11845
1458	4878	11839
1459	4880	11834
1460	4883	11828
1461	4885	11823
1462	4888	11817
1463	4890	11812
1464	4893	11806
1465	4895	11801
1466	4897	11795
1467	4900	11790
1468	4902	11784
1469	4905	11779
1470	4907	11774
1471	4910	11768
1472	4912	11763
1473	4915	11757
1474	4917	11752
1475	4920	11746
1476	4922	11741
1477	4924	11735
1478	4927	11730
1479	4929	11725
1480	4932	11719
1481	4934	11713
1482	4937	11708
1483	4939	11702
1484	4941	11697
1485	4944	11691
1486	4946	11686
1487	4949	11680
1488	4951	11675
1489	4953	11669
1490	4956	11664
1491	4958	11658
1492	5003	11752
1493	5045	11840
1494	5048	11837
1495	5052	11834
1496	5056	11831
1497	5059	11827
1498	5063	11825
1499	5066	11821
1500	5069	11817
1501	5073	11814
1502	5076	11811
1503	5080	11808
1504	5083	11806
1505	5087	11803
1506	5091	11800
1507	5094	11798
1508	5098	11795
1509	5101	11791
1510	5105	11788
1511	5109	11785
1512	5112	11783
1513	5116	11780
1514	5119	11776
1515	5123	11773
1516	5126	11770
1517	5130	11767
1518	5133	11764
1519	5137	11761
1520	5140	11757
1521	5144	11754
1522	5147	11751
1523	5150	11748
1524	5155	11746
1525	5158	11744
1526	5162	11740
1527	5165	11737
1528	5168	11733
1529	5171	11729
1530	5174	11725
1531	5178	11722
1532	5181	11718
1533	5184	11714
1534	5188	11711
1535	5191	11708
1536	5195	11705
1537	5199	11704
1538	5203	11701
1539	5205	11696
1540	5208	11690
1541	5210	11685
1542	5213	11679
1543	5215	11674
1544	5217	11668
1545	5220	11663
1546	5222	11657
1547	5225	11652
1548	5227	11646
1549	5230	11641
1550	5232	11635
1551	5234	11629
1552	5237	11624
1553	5239	11618
1554	5242	11613
1555	5244	11608
1556	5246	11602
1557	5249	11596
1558	5251	11591
1559	5254	11586
1560	5256	11580
1561	5259	11575
1562	5261	11570
1563	5264	11564
1564	5266	11559
1565	5269	11554
1566	5271	11549
1567	5275	11545
1568	5277	11540
1569	5280	11535
1570	5282	11530
1571	5285	11524
1572	5287	11519
1573	5289	11514
1574	5292	11508
1575	5294	11503
1576	5297	11498
1577	5299	11493
1578	5302	11488
1579	5305	11483
1580	5308	11479
1581	5311	11474
1582	5313	11469
1583	5316	11464
1584	5318	11459
1585	5321	11454
1586	5323	11449
1587	5326	11444
1588	5328	11439
1589	5331	11434
1590	5333	11428
1591	5336	11423
1592	5338	11418
1593	5341	11412
1594	5343	11407
1595	5346	11402
1596	5348	11397
1597	5351	11392
1598	5353	11387
1599	5356	11382
1600	5358	11377
1601	5361	11371
1602	5363	11366
1603	5366	11361
1604	5368	11356
1605	5371	11351
1606	5373	11346
1607	5376	11341
1608	5378	11335
1609	5381	11331
1610	5384	11326
1611	5386	11321
1612	5389	11316
1613	5391	11311
1614	5394	11306
1615	5396	11301
1616	5399	11296
1617	5402	11291
1618	5404	11286
1619	5407	11281
1620	5409	11276
1621	5412	11271
1622	5414	11266
1623	5417	11261
1624	5420	11257
1625	5422	11252
1626	5425	11247
1627	5427	11242
1628	5430	11237
1629	5432	11232
1630	5435	11227
1631	5437	11222
1632	5440	11217
1633	5443	11212
1634	5445	11207
1635	5448	11202
1636	5450	11197
1637	5453	11193
1638	5455	11187
1639	5458	11182
1640	5460	11177
1641	5463	11173
1642	5465	11167
1643	5468	11162
1644	5470	11157
1645	5473	11152
1646	5475	11148
1647	5478	11143
1648	5481	11138
1649	5483	11133
1650	5486	11128
1651	5488	11124
1652	5491	11119
1653	5493	11114
1654	5496	11109
1655	5498	11104
1656	5501	11099
1657	5504	11095
1658	5507	11090
1659	5509	11085
1660	5512	11080
1661	5514	11075
1662	5517	11070
1663	5520	11066
1664	5522	11061
1665	5525	11056
1666	5527	11051
1667	5530	11046
1668	5532	11041
1669	5535	11037
1670	5537	11032
1671	5540	11027
1672	5542	11022
1673	5545	11017
1674	5548	11013
1675	5550	11008
1676	5553	11003
1677	5555	10999
1678	5558	10994
1679	5561	10989
1680	5563	10984
1681	5566	10979
1682	5568	10975
1683	5571	10970
1684	5573	10965
1685	5576	10960
1686	5579	10957
1687	5585	10958
1688	5589	10957
1689	5593	10955
