iter	Accuracy	MultiClass
87	0.3875632683	1.606994108
88	0.3875632683	1.605127425
89	0.3875632683	1.602322388
90	0.3875632683	1.599558267
91	0.3875632683	1.596834319
92	0.3875632683	1.594149821
93	0.3875632683	1.59195386
94	0.3875632683	1.589329736
95	0.3875632683	1.586743249
96	0.3875632683	1.584928089
97	0.3875632683	1.583045096
98	0.3875632683	1.580528431
99	0.3875632683	1.578047441
100	0.3875632683	1.575601509
101	0.3875632683	1.573965994
102	0.3875632683	1.57156681
103	0.3875632683	1.569201244
104	0.3875632683	1.567497961
105	0.3875632683	1.565179729
106	0.3875632683	1.562893717
107	0.3875632683	1.561396009
108	0.3875632683	1.559152562
109	0.3875632683	1.556940057
110	0.3875632683	1.555363546
111	0.3875632683	1.553880835
112	0.3875632683	1.552452726
113	0.3875632683	1.550945672
114	0.3875632683	1.549565068
115	0.3875632683	1.548186274
116	0.3875632683	1.546702395
117	0.3875632683	1.545421575
118	0.3875632683	1.544093692
119	0.3875632683	1.542768946
120	0.3875632683	1.540687145
121	0.3875632683	1.539234081
122	0.3875632683	1.537190885
123	0.3875632683	1.535770596
124	0.3875632683	1.53413073
125	0.3875632683	1.532140119
126	0.3875632683	1.530984289
127	0.3875632683	1.529758105
128	0.3875632683	1.52856515
129	0.3875632683	1.52718992
130	0.3875632683	1.526026275
131	0.3875632683	1.524686057
132	0.3875632683	1.523810003
133	0.3875632683	1.522492078
134	0.3875632683	1.520594266
135	0.3875632683	1.519266567
136	0.3875632683	1.518222815
137	0.3875632683	1.51663653
138	0.3875632683	1.514789959
139	0.3875632683	1.513513409
140	0.3875632683	1.512530181
141	0.3875632683	1.511383683
142	0.413834659	1.510317414
143	0.4217883827	1.509457771
144	0.4215473608	1.508284013
145	0.4215473608	1.507346771
146	0.4215473608	1.506394186
147	0.4215473608	1.505490404
148	0.4229934924	1.504705994
149	0.4229934924	1.503460604
150	0.4229934924	1.501708952
151	0.4229934924	1.500682723
152	0.4360086768	1.499695984
153	0.4393829839	1.498652816
154	0.4393829839	1.497687185
155	0.4408291154	1.496668362
156	0.4408291154	1.495314768
157	0.4405880935	1.494490966
158	0.4451675102	1.493627462
159	0.4473367076	1.492430673
160	0.4502289708	1.49102823
161	0.4521571463	1.49007449
162	0.4499879489	1.489381784
163	0.4514340805	1.488118032
164	0.4536032779	1.487268643
165	0.4511930586	1.486193015
166	0.4540853218	1.484919127
167	0.4521571463	1.484157786
168	0.4538442998	1.483509121
169	0.4528802121	1.482295973
170	0.4591467824	1.481153789
171	0.4591467824	1.479520226
172	0.4615570017	1.478719818
173	0.463967221	1.477829425
174	0.463967221	1.476587547
175	0.463967221	1.474984554
176	0.4646902868	1.474116877
177	0.464208243	1.47349478
178	0.4649313087	1.472579881
179	0.4649313087	1.471007211
180	0.4649313087	1.469454215
181	0.4661364184	1.468643632
182	0.4671005061	1.467347682
183	0.4671005061	1.465819793
184	0.4680645939	1.464892211
185	0.4692697035	1.463804996
186	0.4685466377	1.462739914
187	0.4685466377	1.461852189
188	0.4707158351	1.460972156
189	0.4733670764	1.460183009
190	0.4738491203	1.459519266
191	0.4757772957	1.458773765
192	0.4762593396	1.45817545
193	0.4743311641	1.457180735
194	0.4762593396	1.455983765
195	0.4765003615	1.45534956
196	0.4765003615	1.453878476
197	0.4769824054	1.452898726
198	0.4789105809	1.452159802
199	0.4791516028	1.450714255
200	0.478428537	1.449776074
201	0.4791516028	1.448604493
202	0.4791516028	1.447180158
203	0.4805977344	1.44604688
204	0.4808387563	1.445019223
205	0.4798746686	1.444393987
206	0.4832489757	1.443557943
207	0.4851771511	1.442549381
208	0.4851771511	1.441484757
209	0.4866232827	1.440645559
210	0.4866232827	1.439638175
211	0.4866232827	1.438252911
212	0.4880694143	1.437608608
213	0.4885514582	1.437074601
214	0.4885514582	1.435709486
215	0.4887924801	1.435026255
216	0.489274524	1.434066956
217	0.4897565678	1.433001098
218	0.4897565678	1.43216094
219	0.4897565678	1.430824574
220	0.4895155459	1.430333441
221	0.4895155459	1.429291078
222	0.4899975898	1.428606625
223	0.4904796336	1.427438951
224	0.4902386117	1.426506702
225	0.4897565678	1.425519111
226	0.4912026994	1.424945673
227	0.4924078091	1.424059704
228	0.4921667872	1.423525924
229	0.492648831	1.423016118
230	0.492648831	1.422074514
231	0.4938539407	1.420966451
232	0.4938539407	1.420056157
233	0.4938539407	1.419134781
234	0.4957821162	1.418460612
235	0.4953000723	1.417839562
236	0.4945770065	1.417248821
237	0.4960231381	1.416581137
238	0.49626416	1.415763228
239	0.496505182	1.415251001
240	0.4967462039	1.414560464
241	0.4967462039	1.41373792
242	0.49626416	1.413222275
243	0.4955410942	1.412687465
244	0.4953000723	1.411903253
245	0.4950590504	1.41141093
246	0.4943359846	1.410737824
247	0.4940949626	1.409942273
248	0.4943359846	1.409184961
249	0.4955410942	1.408378543
250	0.4953000723	1.407877098
251	0.4948180284	1.407139873
252	0.4953000723	1.406275265
253	0.4953000723	1.405431466
254	0.4953000723	1.404698915
255	0.49626416	1.404171655
256	0.49626416	1.402903259
257	0.496505182	1.401650328
258	0.496505182	1.40041266
259	0.4950590504	1.399580509
260	0.4950590504	1.398494782
261	0.4950590504	1.398092766
262	0.4950590504	1.396876858
263	0.4957821162	1.396122408
264	0.4948180284	1.39526825
265	0.4948180284	1.394544619
266	0.4953000723	1.393929837
267	0.4955410942	1.393426137
268	0.4957821162	1.392966907
269	0.4953000723	1.39241503
270	0.4957821162	1.391703589
271	0.4957821162	1.390710008
272	0.4957821162	1.390005482
273	0.4957821162	1.389006009
274	0.4960231381	1.388504049
275	0.4960231381	1.387320665
276	0.49626416	1.386535977
277	0.4960231381	1.386092803
278	0.49626416	1.385297433
279	0.4955410942	1.384608179
280	0.4955410942	1.383673916
281	0.496505182	1.383115143
282	0.496505182	1.382756452
283	0.4950590504	1.382080577
284	0.4960231381	1.381682218
285	0.49626416	1.380928167
286	0.4967462039	1.380180622
287	0.4969872258	1.379844169
288	0.4969872258	1.378894958
289	0.4969872258	1.378113587
290	0.4967462039	1.377519469
291	0.4967462039	1.377131557
292	0.4972282478	1.376218045
293	0.4967462039	1.375735809
294	0.4969872258	1.375151771
295	0.4967462039	1.37420963
296	0.496505182	1.37370382
297	0.4967462039	1.37296342
298	0.4967462039	1.372467621
299	0.4969872258	1.371746639
300	0.4974692697	1.371429901
301	0.4967462039	1.371025053
302	0.4967462039	1.370686464
303	0.4967462039	1.3703388
304	0.4969872258	1.369997063
305	0.4967462039	1.36943786
306	0.4969872258	1.369076692
307	0.4969872258	1.368414443
308	0.4972282478	1.367633625
309	0.4974692697	1.366970707
310	0.4977102916	1.366556006
311	0.4977102916	1.365955083
312	0.4979513136	1.365353278
313	0.4979513136	1.364486247
314	0.4989154013	1.364063993
315	0.4989154013	1.36348525
316	0.4974692697	1.362924484
317	0.4977102916	1.362555942
318	0.4977102916	1.361815786
319	0.4984333574	1.361448298
320	0.4972282478	1.360965965
321	0.4986743794	1.360119673
322	0.4974692697	1.359377774
323	0.4974692697	1.359043431
324	0.4974692697	1.35869879
325	0.4977102916	1.35840024
326	0.4974692697	1.357290146
327	0.4974692697	1.356423519
328	0.4974692697	1.356132891
329	0.4981923355	1.355445058
330	0.4981923355	1.354885979
331	0.4981923355	1.354617442
332	0.4986743794	1.354350726
333	0.4989154013	1.35409198
334	0.4981923355	1.353430191
335	0.4984333574	1.352622079
336	0.4986743794	1.35210592
337	0.4981923355	1.35134561
338	0.4981923355	1.35025642
339	0.4981923355	1.34918051
340	0.4984333574	1.348714831
341	0.4981923355	1.348421948
342	0.4989154013	1.348156721
343	0.4981923355	1.347611626
344	0.4986743794	1.346940609
345	0.4984333574	1.346244376
346	0.4989154013	1.345793483
347	0.4986743794	1.345481531
348	0.4984333574	1.344754524
349	0.4991564232	1.343927901
350	0.4991564232	1.34319965
351	0.4993974452	1.342486692
352	0.4981923355	1.342072907
353	0.4986743794	1.341767673
354	0.5003615329	1.341168221
355	0.5006025548	1.340869375
356	0.4993974452	1.340338698
357	0.5003615329	1.339564589
358	0.499879489	1.339126466
359	0.500120511	1.338519131
360	0.500120511	1.337693131
361	0.5003615329	1.336963921
362	0.5003615329	1.336371127
363	0.5003615329	1.335876178
364	0.500120511	1.335599655
365	0.499879489	1.335059761
366	0.500120511	1.334015981
367	0.500120511	1.333407433
368	0.500120511	1.333037495
369	0.5003615329	1.3327249
370	0.4996384671	1.332259451
371	0.4993974452	1.331760428
372	0.4996384671	1.330731794
373	0.500120511	1.330271071
374	0.500120511	1.3292553
375	0.499879489	1.328783083
376	0.500120511	1.328001831
377	0.4996384671	1.327375981
378	0.5003615329	1.326679729
379	0.5003615329	1.326144012
380	0.5006025548	1.325760883
381	0.5008435768	1.325325861
382	0.5010845987	1.3247135
383	0.5006025548	1.324116291
384	0.5006025548	1.323868367
385	0.5003615329	1.323181512
386	0.5003615329	1.322635221
387	0.5006025548	1.322095748
388	0.5006025548	1.321529185
389	0.5006025548	1.321068582
390	0.5006025548	1.320415781
391	0.5008435768	1.319742584
392	0.5006025548	1.319129249
393	0.5006025548	1.318665015
394	0.5008435768	1.318092503
395	0.5006025548	1.317755459
396	0.5010845987	1.317374079
397	0.5010845987	1.316777056
398	0.5003615329	1.316324973
399	0.5010845987	1.315911732
400	0.5013256206	1.315515969
401	0.5010845987	1.315091521
402	0.5013256206	1.314720276
403	0.5013256206	1.314213297
404	0.5015666426	1.313448929
405	0.5020486864	1.313103568
406	0.5015666426	1.312489617
407	0.5015666426	1.31208987
408	0.5015666426	1.311814595
409	0.5015666426	1.311228756
410	0.5015666426	1.310249271
411	0.5013256206	1.309758119
412	0.5013256206	1.30946959
413	0.5020486864	1.308999153
414	0.5022897084	1.308366147
415	0.5022897084	1.307918267
416	0.5018076645	1.307618507
417	0.5015666426	1.306996139
418	0.5013256206	1.30661119
419	0.5015666426	1.306377205
420	0.5013256206	1.305832735
421	0.5013256206	1.305617561
422	0.5015666426	1.305235476
423	0.5013256206	1.304983796
424	0.5013256206	1.304020793
425	0.5008435768	1.303657118
426	0.5013256206	1.303134235
427	0.5013256206	1.302184534
428	0.5013256206	1.301246437
429	0.5006025548	1.30064769
430	0.5006025548	1.300285586
431	0.5003615329	1.299785924
432	0.5003615329	1.299332634
433	0.5003615329	1.298407787
434	0.5006025548	1.297853898
435	0.5010845987	1.297489968
436	0.5013256206	1.297188489
437	0.5015666426	1.296957463
438	0.5015666426	1.296707811
439	0.5013256206	1.296458334
440	0.5015666426	1.296053431
441	0.5018076645	1.295508324
442	0.5015666426	1.29505373
443	0.5020486864	1.294571438
444	0.5020486864	1.294187873
445	0.5025307303	1.293792782
446	0.5030127742	1.293440404
447	0.5032537961	1.292958421
448	0.5032537961	1.292424165
449	0.5039768619	1.292031728
450	0.503494818	1.291546545
451	0.50373584	1.291109527
452	0.50373584	1.290632463
453	0.5068691251	1.290216983
454	0.5083152567	1.289794315
455	0.5085562786	1.289453918
456	0.5080742348	1.289106421
457	0.5095203664	1.288531827
458	0.5095203664	1.287630526
459	0.5100024102	1.287064914
460	0.510725476	1.286575581
461	0.5112075199	1.286018346
462	0.5114485418	1.285590813
463	0.5114485418	1.285215218
464	0.5114485418	1.284929985
465	0.5114485418	1.284462817
466	0.5112075199	1.28405564
467	0.5116895638	1.283741389
468	0.5121716076	1.283427196
469	0.5128946734	1.283088665
470	0.5131356953	1.282899981
471	0.5138587611	1.28232275
472	0.5136177392	1.282028999
473	0.5133767173	1.281709632
474	0.5136177392	1.281223272
475	0.5136177392	1.280878954
476	0.5136177392	1.280608944
477	0.5138587611	1.280334698
478	0.5138587611	1.279801113
479	0.5150638708	1.279210468
480	0.5150638708	1.279090449
481	0.5155459147	1.27879534
482	0.5150638708	1.277914742
483	0.5148228489	1.277578408
484	0.5148228489	1.277396517
485	0.5148228489	1.277137166
486	0.5155459147	1.276760573
487	0.5157869366	1.276315126
488	0.5153048927	1.276129863
489	0.5150638708	1.275505146
490	0.5153048927	1.274639811
491	0.5167510243	1.274156011
492	0.5169920463	1.273856146
493	0.5174740901	1.273322687
494	0.5169920463	1.272918175
495	0.5169920463	1.272746777
496	0.5174740901	1.271894391
497	0.5174740901	1.271658718
498	0.5177151121	1.271151075
499	0.5184381779	1.270770247
500	0.5189202217	1.270239999
501	0.5201253314	1.269711631
502	0.5194022656	1.269327814
503	0.5208483972	1.268885509
504	0.5220535069	1.268460189
505	0.5225355507	1.268286189
506	0.5220535069	1.267682724
507	0.5220535069	1.267236695
508	0.5222945288	1.26666307
509	0.5232586165	1.266366582
510	0.5239816823	1.266052487
511	0.5239816823	1.265707967
512	0.5242227043	1.265415498
513	0.5244637262	1.265060904
514	0.525186792	1.264776954
515	0.5254278139	1.264654471
516	0.5254278139	1.26437241
517	0.5249457701	1.264235893
518	0.5242227043	1.263828645
519	0.5249457701	1.263392016
520	0.5263919017	1.262810677
521	0.5259098578	1.262531177
522	0.5242227043	1.2623127
523	0.5237406604	1.262011647
524	0.5254278139	1.26145341
525	0.5278380333	1.261017253
526	0.5283200771	1.260584818
527	0.5273559894	1.260335895
528	0.5261508797	1.260115568
529	0.5261508797	1.259694657
530	0.5273559894	1.259166171
531	0.5275970113	1.258647362
532	0.5273559894	1.25821954
533	0.5280790552	1.257705833
534	0.5283200771	1.257377437
535	0.5295251868	1.257158257
536	0.5304892745	1.25694083
537	0.5309713184	1.256676234
538	0.5314533623	1.256338676
539	0.5333815377	1.255874361
540	0.5331405158	1.2556863
541	0.5336225597	1.255254185
542	0.5336225597	1.254767771
543	0.5348276693	1.25430126
544	0.5353097132	1.253996525
545	0.5353097132	1.25384326
546	0.5355507351	1.253305568
547	0.5355507351	1.252485842
548	0.5355507351	1.252274276
549	0.535791757	1.251848356
550	0.5365148228	1.251598747
551	0.5365148228	1.25119797
552	0.5367558448	1.25076557
553	0.5372378886	1.250508734
554	0.5374789106	1.250126518
555	0.5377199325	1.249757734
556	0.5374789106	1.249389483
557	0.5382019764	1.249103167
558	0.5384429983	1.248789753
559	0.539407086	1.248509238
560	0.539648108	1.248025549
561	0.5401301518	1.247668818
562	0.5413352615	1.24732419
563	0.5410942396	1.247071655
564	0.5418173054	1.246633671
565	0.5418173054	1.246401536
566	0.5420583273	1.246012224
567	0.5422993492	1.245569667
568	0.5422993492	1.245367851
569	0.5425403712	1.244941544
570	0.543022415	1.244496206
571	0.5427813931	1.244314924
572	0.543263437	1.243516134
573	0.5435044589	1.243336808
574	0.5439865028	1.243101062
575	0.5435044589	1.242905912
576	0.5439865028	1.24273245
577	0.5437454808	1.242257135
578	0.5435044589	1.24185158
579	0.5435044589	1.241064081
580	0.5439865028	1.240883804
581	0.5435044589	1.240561411
582	0.5437454808	1.240454022
583	0.5437454808	1.24027681
584	0.5442275247	1.240004171
585	0.5439865028	1.239782308
586	0.5444685466	1.239559477
587	0.5439865028	1.239358925
588	0.5439865028	1.239101009
589	0.5439865028	1.238682672
590	0.5444685466	1.238466918
591	0.5447095686	1.238095097
592	0.5451916124	1.237759064
593	0.5461557002	1.23729388
594	0.5463967221	1.236897832
595	0.5461557002	1.236637667
596	0.5459146782	1.236242479
597	0.5454326344	1.235990945
598	0.5454326344	1.235703988
599	0.5459146782	1.235396613
600	0.5451916124	1.235111301
601	0.5456736563	1.234784413
602	0.5454326344	1.234296733
603	0.5456736563	1.233915758
604	0.5456736563	1.233593584
605	0.5461557002	1.233258936
606	0.5461557002	1.232491101
607	0.5473608098	1.232202429
608	0.5476018318	1.23144403
609	0.5478428537	1.230694891
610	0.5478428537	1.230425696
611	0.5476018318	1.230283236
612	0.5478428537	1.229908329
613	0.5492889853	1.22951967
614	0.5490479634	1.22921642
615	0.5495300072	1.228851036
616	0.5492889853	1.228704539
617	0.5492889853	1.22860153
618	0.5495300072	1.228223411
619	0.5500120511	1.227892961
620	0.5497710292	1.22749759
621	0.5500120511	1.227199339
622	0.550253073	1.226978394
623	0.5500120511	1.226719824
624	0.5497710292	1.226267118
625	0.5500120511	1.226033056
626	0.5497710292	1.225696569
627	0.550253073	1.225402857
628	0.550494095	1.225216124
629	0.5495300072	1.224923506
630	0.5492889853	1.224766655
631	0.5500120511	1.224401966
632	0.5495300072	1.224130987
633	0.5497710292	1.223901051
634	0.5495300072	1.223710854
635	0.5497710292	1.222979368
636	0.5497710292	1.222680467
637	0.550253073	1.222394458
638	0.550253073	1.222308579
639	0.550253073	1.22189166
640	0.5507351169	1.221522845
641	0.5507351169	1.221128602
642	0.5509761388	1.220729575
643	0.5509761388	1.220011015
644	0.5512171608	1.219788817
645	0.5512171608	1.219644239
646	0.5514581827	1.218934509
647	0.5514581827	1.21859832
648	0.5514581827	1.218441455
649	0.5519402266	1.218056388
650	0.5516992046	1.217828434
651	0.5524222704	1.217308666
652	0.5524222704	1.216809174
653	0.5529043143	1.216452473
654	0.5526632924	1.216261465
655	0.5529043143	1.216119706
656	0.5529043143	1.215840328
657	0.5531453362	1.215555397
658	0.5531453362	1.215409864
659	0.5533863582	1.21505437
660	0.553868402	1.214357767
661	0.5536273801	1.213971831
662	0.5543504459	1.213629185
663	0.5553145336	1.213440561
664	0.5553145336	1.213158936
665	0.5555555556	1.212472138
666	0.5557965775	1.212308817
667	0.5553145336	1.211997926
668	0.5553145336	1.211642925
669	0.5550735117	1.211408786
670	0.5543504459	1.211259321
671	0.5545914678	1.210882914
672	0.5548324898	1.210569039
673	0.5550735117	1.21038056
674	0.5550735117	1.210039053
675	0.5548324898	1.209891882
676	0.5550735117	1.209724383
677	0.5553145336	1.209378373
678	0.5545914678	1.20923779
679	0.5548324898	1.209054973
680	0.5550735117	1.208590459
681	0.5555555556	1.208228465
682	0.5557965775	1.207961626
683	0.5555555556	1.207722574
684	0.5560375994	1.207481388
685	0.5555555556	1.207137188
686	0.5572427091	1.206776152
687	0.5565196433	1.206508218
688	0.5570016872	1.206246115
689	0.5570016872	1.205988503
690	0.5572427091	1.205317513
691	0.557483731	1.204857073
692	0.5579657749	1.204500887
693	0.5582067968	1.203839042
694	0.5586888407	1.203611861
695	0.557724753	1.203240673
696	0.5572427091	1.202980645
697	0.5579657749	1.20274039
698	0.5584478188	1.202596062
699	0.5586888407	1.202309153
700	0.5586888407	1.202058417
701	0.5586888407	1.201738732
702	0.5586888407	1.201506643
703	0.5586888407	1.201295081
704	0.5589298626	1.200881962
705	0.5591708846	1.200658824
706	0.5594119065	1.200489479
707	0.5601349723	1.20020421
708	0.5596529284	1.199859507
709	0.5598939503	1.199646112
710	0.5603759942	1.199526704
711	0.5601349723	1.199194241
712	0.5598939503	1.198865986
713	0.5601349723	1.198700266
714	0.5598939503	1.19857578
715	0.5601349723	1.198460164
716	0.5606170161	1.198027109
717	0.5603759942	1.197722756
718	0.5603759942	1.197560875
719	0.5606170161	1.197153635
720	0.5606170161	1.196510181
721	0.5603759942	1.196256314
722	0.5601349723	1.196077047
723	0.56109906	1.195793607
724	0.5603759942	1.195498527
725	0.5603759942	1.195275529
726	0.5608580381	1.194941622
727	0.56109906	1.194307876
728	0.56109906	1.193938284
729	0.56109906	1.193778357
730	0.5613400819	1.193581304
731	0.5623041697	1.193247617
732	0.5618221258	1.193095044
733	0.5623041697	1.192980147
734	0.5627862135	1.19282396
735	0.5635092793	1.192515644
736	0.5639913232	1.192259988
737	0.5639913232	1.192011136
738	0.5639913232	1.191846534
739	0.5639913232	1.191720044
740	0.5639913232	1.191553503
741	0.5637503013	1.191401498
742	0.5637503013	1.191067835
743	0.5639913232	1.190864537
744	0.5639913232	1.190243081
745	0.564714389	1.190056787
746	0.564714389	1.189874788
747	0.564714389	1.189713982
748	0.564714389	1.189556061
749	0.5651964329	1.189346574
750	0.5651964329	1.18905633
751	0.5654374548	1.188743702
752	0.5656784767	1.188550025
753	0.5656784767	1.188340293
754	0.5656784767	1.188163904
755	0.5661605206	1.187922227
756	0.5661605206	1.187535932
757	0.5661605206	1.187460415
758	0.5664015425	1.187146944
759	0.5661605206	1.186879455
760	0.5661605206	1.186670549
761	0.5668835864	1.186485925
762	0.5668835864	1.185875654
763	0.5668835864	1.185721673
764	0.5671246083	1.185349653
765	0.5678476741	1.185020446
766	0.5673656303	1.18489568
767	0.5671246083	1.184708775
768	0.5673656303	1.184483792
769	0.5678476741	1.184258757
770	0.5673656303	1.18395328
771	0.5666425645	1.183652902
772	0.5673656303	1.183422101
773	0.5671246083	1.183252587
774	0.5680886961	1.18288393
775	0.5678476741	1.182752878
776	0.568329718	1.18244125
777	0.5688117619	1.182231464
778	0.5688117619	1.181969408
779	0.5695348277	1.181814119
780	0.5697758496	1.18171431
781	0.5697758496	1.181496638
782	0.5695348277	1.18130151
783	0.5692938057	1.181074214
784	0.5690527838	1.180791869
785	0.5695348277	1.18040324
786	0.5697758496	1.180257079
787	0.5700168715	1.180130032
788	0.5702578935	1.179936303
789	0.5700168715	1.179612087
790	0.5697758496	1.17923019
791	0.5697758496	1.179080807
792	0.5704989154	1.178778966
793	0.5704989154	1.178710887
794	0.5702578935	1.178539429
795	0.5697758496	1.178270874
796	0.5697758496	1.177983221
797	0.5697758496	1.177823307
798	0.5700168715	1.177700806
799	0.5700168715	1.177526513
800	0.5704989154	1.177342021
801	0.5702578935	1.177174781
802	0.5702578935	1.176995404
803	0.5702578935	1.176819106
804	0.5702578935	1.176674555
805	0.5704989154	1.176524174
806	0.5704989154	1.175933643
807	0.5707399373	1.175546297
808	0.5704989154	1.175367594
809	0.5704989154	1.174784999
810	0.5702578935	1.174536857
811	0.5702578935	1.174463089
812	0.5707399373	1.174293308
813	0.5704989154	1.17413607
814	0.5707399373	1.174033326
815	0.5702578935	1.173847892
816	0.5709809593	1.173748916
817	0.5707399373	1.173455001
818	0.5707399373	1.173292266
819	0.5709809593	1.173195001
820	0.5709809593	1.173008767
821	0.5712219812	1.172832278
822	0.5712219812	1.172715521
823	0.5717040251	1.172578369
824	0.5714630031	1.172395645
825	0.5717040251	1.172128369
826	0.571945047	1.171884122
827	0.5726681128	1.171525558
828	0.5729091347	1.171299054
829	0.5731501567	1.170992399
830	0.5731501567	1.170840204
831	0.5731501567	1.1707291
832	0.5731501567	1.170634745
833	0.5731501567	1.170394959
834	0.5726681128	1.170265761
835	0.5729091347	1.170133994
836	0.5738732225	1.169855421
837	0.5736322005	1.169600848
838	0.5741142444	1.169515961
839	0.5738732225	1.169380797
840	0.5743552663	1.169138679
841	0.5745962883	1.168788997
842	0.5745962883	1.168660804
843	0.5745962883	1.168343782
844	0.5748373102	1.168191279
845	0.5745962883	1.168120762
846	0.5748373102	1.167948904
847	0.5748373102	1.167821896
848	0.5750783321	1.167709992
849	0.5750783321	1.167537007
850	0.5753193541	1.16729487
851	0.5750783321	1.167058776
852	0.5750783321	1.166939918
853	0.5753193541	1.166856525
854	0.5753193541	1.166632046
855	0.5753193541	1.166446477
856	0.5753193541	1.166182382
857	0.5753193541	1.166066135
858	0.5753193541	1.165951136
859	0.575560376	1.165789273
860	0.5758013979	1.165619789
861	0.575560376	1.165533388
862	0.5760424199	1.165434063
863	0.575560376	1.165241699
864	0.575560376	1.165155582
865	0.5765244637	1.164937912
866	0.5767654857	1.16480341
867	0.5758013979	1.164602624
868	0.5758013979	1.164468236
869	0.575560376	1.164365536
870	0.5760424199	1.164212646
871	0.5762834418	1.1640937
872	0.5767654857	1.16383969
873	0.5770065076	1.163577875
874	0.5770065076	1.163409988
875	0.5767654857	1.163325313
876	0.5762834418	1.163156944
877	0.5767654857	1.162993183
878	0.5767654857	1.162733702
879	0.5760424199	1.162569227
880	0.5760424199	1.162442903
881	0.5760424199	1.16228411
882	0.5760424199	1.162040258
883	0.5760424199	1.161725096
884	0.5758013979	1.161531398
885	0.575560376	1.161268898
886	0.575560376	1.161094607
887	0.575560376	1.16089244
888	0.575560376	1.160737489
889	0.5758013979	1.160542732
890	0.5758013979	1.160415628
891	0.5762834418	1.160170146
892	0.5760424199	1.160036085
893	0.5762834418	1.159822444
894	0.5765244637	1.159669475
895	0.5765244637	1.159565759
896	0.5765244637	1.15936166
897	0.5767654857	1.159198909
898	0.5767654857	1.159039398
899	0.5767654857	1.158818818
900	0.5770065076	1.158589867
901	0.5770065076	1.15841247
902	0.5767654857	1.15820718
903	0.5772475295	1.157987121
904	0.5772475295	1.157787995
905	0.5772475295	1.157645725
906	0.5772475295	1.157389168
907	0.5772475295	1.157229577
908	0.5772475295	1.157147524
909	0.5767654857	1.156881237
910	0.5767654857	1.156742763
911	0.5770065076	1.156508505
912	0.5770065076	1.156342742
913	0.5770065076	1.156243482
914	0.5770065076	1.156141169
915	0.5770065076	1.155908253
916	0.5774885515	1.155725557
917	0.5774885515	1.155574274
918	0.5777295734	1.155416084
919	0.5777295734	1.155255629
920	0.5774885515	1.154925615
921	0.5774885515	1.154712235
922	0.5779705953	1.154541992
923	0.5779705953	1.154390506
924	0.5782116173	1.154206532
925	0.5784526392	1.154088337
926	0.5784526392	1.153872097
927	0.5784526392	1.15372355
928	0.5784526392	1.153567631
929	0.5789346831	1.153354594
930	0.579175705	1.153097607
931	0.579175705	1.152999615
932	0.579175705	1.15287684
933	0.579175705	1.152620914
934	0.5789346831	1.152426481
935	0.5786936611	1.152274273
