iter	Accuracy	MultiClass
936	0.5786936611	1.152184194
937	0.579175705	1.151973433
938	0.5789346831	1.151761425
939	0.5789346831	1.151691122
940	0.5789346831	1.151630495
941	0.579175705	1.151456522
942	0.579175705	1.151382342
943	0.5789346831	1.151262914
944	0.579175705	1.151109364
945	0.579175705	1.150947542
946	0.5794167269	1.150755815
947	0.5796577489	1.150614769
948	0.5794167269	1.15046964
949	0.5794167269	1.150251565
950	0.5794167269	1.150076428
951	0.579175705	1.150001438
952	0.5794167269	1.149927676
953	0.579175705	1.14977571
954	0.5789346831	1.149659583
955	0.579175705	1.149438442
956	0.5794167269	1.14931325
957	0.5798987708	1.14922498
958	0.5798987708	1.149084904
959	0.5796577489	1.14893238
960	0.5796577489	1.148801982
961	0.5796577489	1.148596191
962	0.5794167269	1.148510402
963	0.5796577489	1.148382011
964	0.5796577489	1.148236971
965	0.5794167269	1.148044234
966	0.5789346831	1.147921252
967	0.5786936611	1.147757455
968	0.5784526392	1.147624675
969	0.5784526392	1.147552896
970	0.5789346831	1.147450532
971	0.5789346831	1.147203921
972	0.5789346831	1.147043222
973	0.5789346831	1.146745976
974	0.5789346831	1.146616814
975	0.579175705	1.146494002
976	0.5789346831	1.14638561
977	0.579175705	1.146197515
978	0.5789346831	1.145954887
979	0.579175705	1.145709814
980	0.5794167269	1.145491933
981	0.5796577489	1.145369053
982	0.5798987708	1.145208572
983	0.5801397927	1.145116901
984	0.5801397927	1.145005834
985	0.5801397927	1.144861371
986	0.5803808147	1.144658831
987	0.5803808147	1.144515313
988	0.5801397927	1.144396012
989	0.5798987708	1.144261256
990	0.5794167269	1.144025401
991	0.5794167269	1.143943529
992	0.5796577489	1.143813943
993	0.579175705	1.143744294
994	0.579175705	1.143675144
995	0.579175705	1.143567541
996	0.579175705	1.143445497
997	0.579175705	1.143338852
998	0.579175705	1.143262082
999	0.5798987708	1.143076046
1000	0.5801397927	1.142958946
1001	0.5796577489	1.142808817
1002	0.579175705	1.142713036
1003	0.579175705	1.142664902
1004	0.579175705	1.142549787
1005	0.5794167269	1.142465465
1006	0.5796577489	1.142381462
1007	0.5798987708	1.142349123
1008	0.5806218366	1.142092466
1009	0.5798987708	1.141974938
1010	0.5801397927	1.141893069
1011	0.5798987708	1.141811817
1012	0.5794167269	1.141599946
1013	0.5794167269	1.141533498
1014	0.5796577489	1.141394825
1015	0.5801397927	1.141194481
1016	0.5801397927	1.141139458
1017	0.5798987708	1.141064763
1018	0.579175705	1.140999254
1019	0.579175705	1.140851207
1020	0.579175705	1.14061555
1021	0.5794167269	1.140470868
1022	0.5784526392	1.140345365
1023	0.5789346831	1.140217723
1024	0.5796577489	1.140133235
1025	0.5796577489	1.140026739
1026	0.5794167269	1.13992819
1027	0.579175705	1.139801274
1028	0.5789346831	1.139676606
1029	0.5789346831	1.139527228
1030	0.5786936611	1.139401704
1031	0.5784526392	1.139308402
1032	0.5786936611	1.139112076
1033	0.5786936611	1.139024393
1034	0.5789346831	1.138768876
1035	0.5784526392	1.138565349
1036	0.5786936611	1.138451636
1037	0.5784526392	1.138370504
1038	0.5786936611	1.13822705
1039	0.5789346831	1.13807217
1040	0.5789346831	1.138008854
1041	0.5789346831	1.137945385
1042	0.579175705	1.137843781
1043	0.5784526392	1.137711757
1044	0.579175705	1.137583755
1045	0.579175705	1.137505934
1046	0.5789346831	1.137374081
1047	0.579175705	1.13724964
1048	0.5789346831	1.137084967
1049	0.5789346831	1.136975948
1050	0.579175705	1.136827058
1051	0.5794167269	1.136757191
1052	0.5794167269	1.136540569
1053	0.5794167269	1.136466753
1054	0.579175705	1.136404418
1055	0.579175705	1.136213529
1056	0.5794167269	1.136118029
1057	0.579175705	1.135989815
1058	0.5794167269	1.135898636
1059	0.5796577489	1.135683738
1060	0.5794167269	1.135623171
1061	0.579175705	1.135545373
1062	0.579175705	1.135494374
1063	0.579175705	1.13538894
1064	0.5794167269	1.135213966
1065	0.5794167269	1.135014659
1066	0.579175705	1.134885329
1067	0.5796577489	1.134794722
1068	0.5798987708	1.134733234
1069	0.5794167269	1.13460356
1070	0.5803808147	1.134491789
1071	0.5815859243	1.134172775
1072	0.5815859243	1.134116377
1073	0.5820679682	1.133987339
1074	0.5818269463	1.133854941
1075	0.5818269463	1.13372611
1076	0.5813449024	1.133455979
1077	0.5813449024	1.133282422
1078	0.5811038805	1.133106213
1079	0.5823089901	1.132932724
1080	0.5823089901	1.132854579
1081	0.5825500121	1.132748998
1082	0.5820679682	1.132546186
1083	0.5823089901	1.13247746
1084	0.5820679682	1.13236305
1085	0.5823089901	1.132210217
1086	0.5823089901	1.13209591
1087	0.5823089901	1.13204716
1088	0.5823089901	1.131834726
1089	0.5823089901	1.131736844
1090	0.5825500121	1.131587223
1091	0.5830320559	1.131455827
1092	0.5825500121	1.131246603
1093	0.5825500121	1.13112428
1094	0.5830320559	1.130886289
1095	0.5830320559	1.130837617
1096	0.5823089901	1.130747084
1097	0.5825500121	1.130213814
1098	0.5825500121	1.130148256
1099	0.5830320559	1.129949268
1100	0.5835140998	1.12982312
1101	0.5825500121	1.129696844
1102	0.5823089901	1.129581805
1103	0.5830320559	1.12927869
1104	0.582791034	1.129173566
1105	0.5825500121	1.128861346
1106	0.5825500121	1.128631028
1107	0.5825500121	1.128575696
1108	0.582791034	1.128442809
1109	0.5830320559	1.128246287
1110	0.582791034	1.128142875
1111	0.5823089901	1.128049629
1112	0.5823089901	1.127923668
1113	0.5820679682	1.127744954
1114	0.5825500121	1.127572864
1115	0.5823089901	1.127454766
1116	0.5825500121	1.127362988
1117	0.582791034	1.127241176
1118	0.5825500121	1.127139892
1119	0.5825500121	1.127087059
1120	0.582791034	1.126987464
1121	0.5825500121	1.126867951
1122	0.5825500121	1.126827488
1123	0.5825500121	1.126742472
1124	0.582791034	1.126610523
1125	0.5830320559	1.126386399
1126	0.5830320559	1.126184596
1127	0.5830320559	1.126145778
1128	0.5830320559	1.126085938
1129	0.5830320559	1.12596314
1130	0.5830320559	1.125949798
1131	0.5830320559	1.125701769
1132	0.5832730779	1.125613044
1133	0.5832730779	1.125526235
1134	0.5830320559	1.125481881
1135	0.582791034	1.125403976
1136	0.5830320559	1.125317142
1137	0.5830320559	1.125213533
1138	0.582791034	1.125098592
1139	0.582791034	1.12497817
1140	0.5825500121	1.124853142
1141	0.582791034	1.124753029
1142	0.5825500121	1.124627041
1143	0.582791034	1.124524522
1144	0.582791034	1.124336645
1145	0.582791034	1.124202454
1146	0.582791034	1.124124426
1147	0.582791034	1.123931485
1148	0.582791034	1.12386181
1149	0.5832730779	1.12375766
1150	0.5835140998	1.123630652
1151	0.5837551217	1.123512418
1152	0.5837551217	1.123397062
1153	0.5837551217	1.123277915
1154	0.5835140998	1.123162772
1155	0.5835140998	1.123070826
1156	0.5837551217	1.12285424
1157	0.5835140998	1.122800206
1158	0.5837551217	1.122708516
1159	0.5837551217	1.122590725
1160	0.5839961436	1.122481256
1161	0.5837551217	1.122241311
1162	0.5837551217	1.122182712
1163	0.5837551217	1.121970519
1164	0.5842371656	1.12176172
1165	0.5835140998	1.121586506
1166	0.5835140998	1.121468707
1167	0.5832730779	1.121385388
1168	0.5837551217	1.121347881
1169	0.5842371656	1.121223853
1170	0.5844781875	1.121117466
1171	0.5842371656	1.120936626
1172	0.5839961436	1.120777072
1173	0.5837551217	1.120574927
1174	0.5837551217	1.120512881
1175	0.5837551217	1.120469731
1176	0.5842371656	1.120235762
1177	0.5847192094	1.12013137
1178	0.5847192094	1.120043291
1179	0.5844781875	1.119769833
1180	0.5839961436	1.119582092
1181	0.5839961436	1.119407028
1182	0.5842371656	1.119253591
1183	0.5839961436	1.119152747
1184	0.5837551217	1.119080839
1185	0.5842371656	1.11895564
1186	0.5842371656	1.118843299
1187	0.5844781875	1.118711978
1188	0.5849602314	1.118540738
1189	0.5852012533	1.118428874
1190	0.5854422752	1.118245748
1191	0.5854422752	1.118168241
1192	0.5856832972	1.118133962
1193	0.5856832972	1.11762183
1194	0.5852012533	1.117435467
1195	0.5852012533	1.117241222
1196	0.5852012533	1.117124837
1197	0.5849602314	1.117023986
1198	0.5852012533	1.116900271
1199	0.5849602314	1.116818821
1200	0.5847192094	1.116695792
1201	0.5847192094	1.116633663
1202	0.5847192094	1.116597793
1203	0.5849602314	1.116504298
1204	0.5849602314	1.116344884
1205	0.5849602314	1.116256929
1206	0.5849602314	1.116206957
1207	0.5847192094	1.116049935
1208	0.5852012533	1.115897255
1209	0.5852012533	1.115848838
1210	0.5849602314	1.115740787
1211	0.5847192094	1.115640549
1212	0.5847192094	1.115559823
1213	0.5849602314	1.115438919
1214	0.5849602314	1.115332999
1215	0.5859243191	1.115231405
1216	0.586165341	1.1150478
1217	0.5856832972	1.114972422
1218	0.5856832972	1.114903214
1219	0.586406363	1.114820412
1220	0.586406363	1.114764343
1221	0.5866473849	1.114668242
1222	0.5866473849	1.114562208
1223	0.5866473849	1.114527108
1224	0.5868884068	1.11436594
1225	0.5868884068	1.114276639
1226	0.5866473849	1.114175349
1227	0.5854422752	1.114107176
1228	0.5856832972	1.114052896
1229	0.586406363	1.113882477
1230	0.5859243191	1.113795838
1231	0.5859243191	1.11359879
1232	0.5868884068	1.113498166
1233	0.5868884068	1.113228423
1234	0.5866473849	1.113137512
1235	0.586406363	1.113058453
1236	0.586406363	1.112970869
1237	0.5866473849	1.11284734
1238	0.5866473849	1.11276571
1239	0.5866473849	1.112741948
1240	0.5871294288	1.112571399
1241	0.5868884068	1.112354573
1242	0.5868884068	1.112254115
1243	0.5871294288	1.112174106
1244	0.5868884068	1.112025272
1245	0.5868884068	1.111969199
1246	0.5876114726	1.111872974
1247	0.5880935165	1.111789288
1248	0.5876114726	1.111699892
1249	0.5883345384	1.11161009
1250	0.5885755604	1.111544526
1251	0.5883345384	1.111475339
1252	0.5880935165	1.111392791
1253	0.5876114726	1.111295144
1254	0.5876114726	1.111227329
1255	0.5878524946	1.11107311
1256	0.5876114726	1.110977635
1257	0.5878524946	1.110816979
1258	0.5880935165	1.110789313
1259	0.5878524946	1.110626575
1260	0.5873704507	1.110543412
1261	0.5876114726	1.110329201
1262	0.5880935165	1.110215692
1263	0.5876114726	1.110132183
1264	0.5873704507	1.110028234
1265	0.5873704507	1.109980047
1266	0.5873704507	1.109484195
1267	0.5883345384	1.109322473
1268	0.5880935165	1.109092918
1269	0.5880935165	1.108910607
1270	0.5883345384	1.108806852
1271	0.5880935165	1.108743758
1272	0.5883345384	1.108609491
1273	0.5880935165	1.108549422
1274	0.5880935165	1.108452744
1275	0.5878524946	1.108284883
1276	0.5880935165	1.108231803
1277	0.5880935165	1.108062919
1278	0.5883345384	1.107964466
1279	0.5880935165	1.107911237
1280	0.5880935165	1.107847682
1281	0.5876114726	1.107785307
1282	0.5880935165	1.107676972
